type,min_rho,max_rho,theta,isOmini,isThrough,cost,x,y,alpha
B4,0.0,33.3,0.582939970166106,0,0,55.0,44.76777531692297,21.679356517302715,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,44.76777531692297,21.679356517302715,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,44.76777531692297,21.679356517302715,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,44.76777531692297,21.679356517302715,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,44.76777531692297,21.679356517302715,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,44.76777531692297,21.679356517302715,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,44.76777531692297,21.679356517302715,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,44.76777531692297,21.679356517302715,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,44.76777531692297,21.679356517302715,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,44.76777531692297,21.679356517302715,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,44.76777531692297,21.679356517302715,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,44.76777531692297,21.679356517302715,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,44.76777531692297,21.679356517302715,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,44.76777531692297,21.679356517302715,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,40.79884479589593,23.12345923724974,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,40.79884479589593,23.12345923724974,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,40.79884479589593,23.12345923724974,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,40.79884479589593,23.12345923724974,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,40.79884479589593,23.12345923724974,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,40.79884479589593,23.12345923724974,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,40.79884479589593,23.12345923724974,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,40.79884479589593,23.12345923724974,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,40.79884479589593,23.12345923724974,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,40.79884479589593,23.12345923724974,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,40.79884479589593,23.12345923724974,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,40.79884479589593,23.12345923724974,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,40.79884479589593,23.12345923724974,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,40.79884479589593,23.12345923724974,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,40.79884479589593,23.12345923724974,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,40.79884479589593,23.12345923724974,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,40.79884479589593,23.12345923724974,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,40.79884479589593,23.12345923724974,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,40.79884479589593,23.12345923724974,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,40.79884479589593,23.12345923724974,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,40.79884479589593,23.12345923724974,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,40.79884479589593,23.12345923724974,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,40.79884479589593,23.12345923724974,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,40.79884479589593,23.12345923724974,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,40.79884479589593,23.12345923724974,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,40.79884479589593,23.12345923724974,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,36.82991427486889,24.567561957196762,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,36.82991427486889,24.567561957196762,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,36.82991427486889,24.567561957196762,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,36.82991427486889,24.567561957196762,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,36.82991427486889,24.567561957196762,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,36.82991427486889,24.567561957196762,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,36.82991427486889,24.567561957196762,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,36.82991427486889,24.567561957196762,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,36.82991427486889,24.567561957196762,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,36.82991427486889,24.567561957196762,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,36.82991427486889,24.567561957196762,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,36.82991427486889,24.567561957196762,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,36.82991427486889,24.567561957196762,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,36.82991427486889,24.567561957196762,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,36.82991427486889,24.567561957196762,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,36.82991427486889,24.567561957196762,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,36.82991427486889,24.567561957196762,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,36.82991427486889,24.567561957196762,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,36.82991427486889,24.567561957196762,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,36.82991427486889,24.567561957196762,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,36.82991427486889,24.567561957196762,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,36.82991427486889,24.567561957196762,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,36.82991427486889,24.567561957196762,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,36.82991427486889,24.567561957196762,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,36.82991427486889,24.567561957196762,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,36.82991427486889,24.567561957196762,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,32.86098375384184,26.011664677143788,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,32.86098375384184,26.011664677143788,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,32.86098375384184,26.011664677143788,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,32.86098375384184,26.011664677143788,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,32.86098375384184,26.011664677143788,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,32.86098375384184,26.011664677143788,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,32.86098375384184,26.011664677143788,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,32.86098375384184,26.011664677143788,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,32.86098375384184,26.011664677143788,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,32.86098375384184,26.011664677143788,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,32.86098375384184,26.011664677143788,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,32.86098375384184,26.011664677143788,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,32.86098375384184,26.011664677143788,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,32.86098375384184,26.011664677143788,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,32.86098375384184,26.011664677143788,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,32.86098375384184,26.011664677143788,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,32.86098375384184,26.011664677143788,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,32.86098375384184,26.011664677143788,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,32.86098375384184,26.011664677143788,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,32.86098375384184,26.011664677143788,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,32.86098375384184,26.011664677143788,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,32.86098375384184,26.011664677143788,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,32.86098375384184,26.011664677143788,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,32.86098375384184,26.011664677143788,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,32.86098375384184,26.011664677143788,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,32.86098375384184,26.011664677143788,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,28.892053232814803,27.45576739709081,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,28.892053232814803,27.45576739709081,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,28.892053232814803,27.45576739709081,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,28.892053232814803,27.45576739709081,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,28.892053232814803,27.45576739709081,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,28.892053232814803,27.45576739709081,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,28.892053232814803,27.45576739709081,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,28.892053232814803,27.45576739709081,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,28.892053232814803,27.45576739709081,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,28.892053232814803,27.45576739709081,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,28.892053232814803,27.45576739709081,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,28.892053232814803,27.45576739709081,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,28.892053232814803,27.45576739709081,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,28.892053232814803,27.45576739709081,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,28.892053232814803,27.45576739709081,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,28.892053232814803,27.45576739709081,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,28.892053232814803,27.45576739709081,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,28.892053232814803,27.45576739709081,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,28.892053232814803,27.45576739709081,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,28.892053232814803,27.45576739709081,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,28.892053232814803,27.45576739709081,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,28.892053232814803,27.45576739709081,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,28.892053232814803,27.45576739709081,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,28.892053232814803,27.45576739709081,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,28.892053232814803,27.45576739709081,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,28.892053232814803,27.45576739709081,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,24.923122711787762,28.899870117037835,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,24.923122711787762,28.899870117037835,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,24.923122711787762,28.899870117037835,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,24.923122711787762,28.899870117037835,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,24.923122711787762,28.899870117037835,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,24.923122711787762,28.899870117037835,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,24.923122711787762,28.899870117037835,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,24.923122711787762,28.899870117037835,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,24.923122711787762,28.899870117037835,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,24.923122711787762,28.899870117037835,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,24.923122711787762,28.899870117037835,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,24.923122711787762,28.899870117037835,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,24.923122711787762,28.899870117037835,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,24.923122711787762,28.899870117037835,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,24.923122711787762,28.899870117037835,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,24.923122711787762,28.899870117037835,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,24.923122711787762,28.899870117037835,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,24.923122711787762,28.899870117037835,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,24.923122711787762,28.899870117037835,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,24.923122711787762,28.899870117037835,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,24.923122711787762,28.899870117037835,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,24.923122711787762,28.899870117037835,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,24.923122711787762,28.899870117037835,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,24.923122711787762,28.899870117037835,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,24.923122711787762,28.899870117037835,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,24.923122711787762,28.899870117037835,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,20.931240525419977,30.34936624471259,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,20.931240525419977,30.34936624471259,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,20.931240525419977,30.34936624471259,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,20.931240525419977,30.34936624471259,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,20.931240525419977,30.34936624471259,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,20.931240525419977,30.34936624471259,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,20.931240525419977,30.34936624471259,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,20.931240525419977,30.34936624471259,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,20.931240525419977,30.34936624471259,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,20.931240525419977,30.34936624471259,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,20.931240525419977,30.34936624471259,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,20.931240525419977,30.34936624471259,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,20.931240525419977,30.34936624471259,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,20.931240525419977,30.34936624471259,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,20.931240525419977,30.34936624471259,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,20.931240525419977,30.34936624471259,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,20.931240525419977,30.34936624471259,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,20.931240525419977,30.34936624471259,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,20.931240525419977,30.34936624471259,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,20.931240525419977,30.34936624471259,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,20.931240525419977,30.34936624471259,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,20.931240525419977,30.34936624471259,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,20.931240525419977,30.34936624471259,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,20.931240525419977,30.34936624471259,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,20.931240525419977,30.34936624471259,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,20.931240525419977,30.34936624471259,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,16.531946590008236,30.84702392971392,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,16.531946590008236,30.84702392971392,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,16.531946590008236,30.84702392971392,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,16.531946590008236,30.84702392971392,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,16.531946590008236,30.84702392971392,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,16.531946590008236,30.84702392971392,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,16.531946590008236,30.84702392971392,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,16.531946590008236,30.84702392971392,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,16.531946590008236,30.84702392971392,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,16.531946590008236,30.84702392971392,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,16.531946590008236,30.84702392971392,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,16.531946590008236,30.84702392971392,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,16.531946590008236,30.84702392971392,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,16.531946590008236,30.84702392971392,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,16.531946590008236,30.84702392971392,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,16.531946590008236,30.84702392971392,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,16.531946590008236,30.84702392971392,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,16.531946590008236,30.84702392971392,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,16.531946590008236,30.84702392971392,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,16.531946590008236,30.84702392971392,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,16.531946590008236,30.84702392971392,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,16.531946590008236,30.84702392971392,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,16.531946590008236,30.84702392971392,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,16.531946590008236,30.84702392971392,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,16.531946590008236,30.84702392971392,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,16.531946590008236,30.84702392971392,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,54.87166178196128,25.461845252054392,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,54.87166178196128,25.461845252054392,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,54.87166178196128,25.461845252054392,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,54.87166178196128,25.461845252054392,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,54.87166178196128,25.461845252054392,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,54.87166178196128,25.461845252054392,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,54.87166178196128,25.461845252054392,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,54.87166178196128,25.461845252054392,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,54.87166178196128,25.461845252054392,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,54.87166178196128,25.461845252054392,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,54.87166178196128,25.461845252054392,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,54.87166178196128,25.461845252054392,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,54.87166178196128,25.461845252054392,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,54.87166178196128,25.461845252054392,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,54.87166178196128,25.461845252054392,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,54.87166178196128,25.461845252054392,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,54.87166178196128,25.461845252054392,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,54.87166178196128,25.461845252054392,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,54.87166178196128,25.461845252054392,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,54.87166178196128,25.461845252054392,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,54.87166178196128,25.461845252054392,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,54.87166178196128,25.461845252054392,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,54.87166178196128,25.461845252054392,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,54.87166178196128,25.461845252054392,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,54.87166178196128,25.461845252054392,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,54.87166178196128,25.461845252054392,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,56.37570294293177,17.586065385099747,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,56.37570294293177,17.586065385099747,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,56.37570294293177,17.586065385099747,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,56.37570294293177,17.586065385099747,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,56.37570294293177,17.586065385099747,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,56.37570294293177,17.586065385099747,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,56.37570294293177,17.586065385099747,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,56.37570294293177,17.586065385099747,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,56.37570294293177,17.586065385099747,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,56.37570294293177,17.586065385099747,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,56.37570294293177,17.586065385099747,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,56.37570294293177,17.586065385099747,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,56.37570294293177,17.586065385099747,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,56.37570294293177,17.586065385099747,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,56.37570294293177,17.586065385099747,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,56.37570294293177,17.586065385099747,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,56.37570294293177,17.586065385099747,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,56.37570294293177,17.586065385099747,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,56.37570294293177,17.586065385099747,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,56.37570294293177,17.586065385099747,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,56.37570294293177,17.586065385099747,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,56.37570294293177,17.586065385099747,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,56.37570294293177,17.586065385099747,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,56.37570294293177,17.586065385099747,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,56.37570294293177,17.586065385099747,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,56.37570294293177,17.586065385099747,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,60.67570294293177,16.016065385099747,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,60.67570294293177,16.016065385099747,1.5707963267948966
B1,0.0,11.7,1.4172073526193958,0,0,40.0,60.67570294293177,16.016065385099747,3.141592653589793
B1,0.0,11.7,1.4172073526193958,0,0,40.0,60.67570294293177,16.016065385099747,4.71238898038469
B2,0.0,15.0,1.1763519158441782,0,0,45.0,60.67570294293177,16.016065385099747,0.0
B2,0.0,15.0,1.1763519158441782,0,0,45.0,60.67570294293177,16.016065385099747,1.5707963267948966
B2,0.0,15.0,1.1763519158441782,0,0,45.0,60.67570294293177,16.016065385099747,3.141592653589793
B2,0.0,15.0,1.1763519158441782,0,0,45.0,60.67570294293177,16.016065385099747,4.71238898038469
B3,0.0,25.0,0.7609635538695277,0,0,50.0,60.67570294293177,16.016065385099747,0.0
B3,0.0,25.0,0.7609635538695277,0,0,50.0,60.67570294293177,16.016065385099747,1.5707963267948966
B3,0.0,25.0,0.7609635538695277,0,0,50.0,60.67570294293177,16.016065385099747,3.141592653589793
B3,0.0,25.0,0.7609635538695277,0,0,50.0,60.67570294293177,16.016065385099747,4.71238898038469
B4,0.0,33.3,0.582939970166106,0,0,55.0,60.67570294293177,16.016065385099747,0.0
B4,0.0,33.3,0.582939970166106,0,0,55.0,60.67570294293177,16.016065385099747,1.5707963267948966
B4,0.0,33.3,0.582939970166106,0,0,55.0,60.67570294293177,16.016065385099747,3.141592653589793
B4,0.0,33.3,0.582939970166106,0,0,55.0,60.67570294293177,16.016065385099747,4.71238898038469
B5,0.0,50.0,0.39444441095071847,0,0,60.0,60.67570294293177,16.016065385099747,0.0
B5,0.0,50.0,0.39444441095071847,0,0,60.0,60.67570294293177,16.016065385099747,1.5707963267948966
B5,0.0,50.0,0.39444441095071847,0,0,60.0,60.67570294293177,16.016065385099747,3.141592653589793
B5,0.0,50.0,0.39444441095071847,0,0,60.0,60.67570294293177,16.016065385099747,4.71238898038469
B6,0.0,66.7,0.2984513020910304,0,0,65.0,60.67570294293177,16.016065385099747,0.0
B6,0.0,66.7,0.2984513020910304,0,0,65.0,60.67570294293177,16.016065385099747,1.5707963267948966
B6,0.0,66.7,0.2984513020910304,0,0,65.0,60.67570294293177,16.016065385099747,3.141592653589793
B6,0.0,66.7,0.2984513020910304,0,0,65.0,60.67570294293177,16.016065385099747,4.71238898038469
O1,0.0,8.0,6.283185307179586,1,0,38.0,60.67570294293177,16.016065385099747,0
O2,0.0,10.0,6.283185307179586,1,0,42.0,60.67570294293177,16.016065385099747,0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,64.97570294293178,14.446065385099748,0.0
B1,0.0,11.7,1.4172073526193958,0,0,40.0,64.97570294293178,14.446065385099748,1.5707963267948966
